id_match,home_team,away_team,home_result,away_result,date,round,city,edition
4339,Honduras,Costa Rica,2,3,,Preliminary,Tegucigalpa,2002
4340,Cameroon,Togo,2,0,,Preliminary,Yaoundé,2002
4341,Liberia,Ghana,1,2,,Preliminary,Monrovia,2002
4342,Sudan,Nigeria,0,4,,Preliminary,Omdurman,2002
4343,Ivory Coast,Madagascar,6,0,,Preliminary,Abidjan,2002
4344,Tunisia,Congo,6,0,,Preliminary,Tunis,2002
4345,Burkina Faso,South Africa,1,1,,Preliminary,Ouagadougou,2002
4346,Egypt,Namibia,8,2,,Preliminary,Alexandria,2002
4347,Zambia,Cameroon,2,2,,Preliminary,Lusaka,2002
4348,Sierra Leone,Liberia,0,1,,Preliminary,Freetown,2002
4349,Senegal,Morocco,1,0,,Preliminary,Dakar,2002
4350,South Africa,Malawi,2,0,,Preliminary,Durban,2002
4351,Togo,Libya,2,0,,Preliminary,Lomé,2002
4352,Ghana,Sudan,1,0,,Preliminary,Accra,2002
4353,D.R. Congo,Tunisia,0,3,,Preliminary,Kinshasa,2002
4354,Congo,Ivory Coast,1,1,,Preliminary,Pointe-Noire,2002
4355,Zimbabwe,Burkina Faso,1,0,,Preliminary,Harare,2002
4356,Algeria,Egypt,1,1,,Preliminary,Annaba,2002
4357,Namibia,Senegal,0,5,,Preliminary,Windhoek,2002
4358,Libya,Zambia,2,4,,Preliminary,Tripoli,2002
4359,Malawi,Zimbabwe,0,1,,Preliminary,Blantyre,2002
4360,Angola,Togo,1,1,,Preliminary,Luanda,2002
4361,Nigeria,Ghana,3,0,,Preliminary,Port Harcourt,2002
4362,Sudan,Sierra Leone,3,0,,Preliminary,Omdurman,2002
4363,Madagascar,Congo,1,0,,Preliminary,Antananarivo,2002
4364,Ivory Coast,D.R. Congo,1,2,,Preliminary,Abidjan,2002
4365,Venezuela,Uruguay,2,0,,Preliminary,Maracaibo,2002
4366,Chile,Bolivia,2,2,,Preliminary,Santiago,2002
4367,Yugoslavia,Faroe Islands,2,0,,Preliminary,Beograd,2002
4368,Estonia,Cyprus,2,2,,Preliminary,Tallinn,2002
4369,Ecuador,Argentina,0,2,,Preliminary,Quito,2002
4370,Brazil,Paraguay,2,0,,Preliminary,Porto Alegre,2002
4371,Colombia,Peru,0,1,,Preliminary,Bogotá,2002
4372,Qatar,Oman,0,0,,Preliminary,Doha,2002
4373,Iraq,Thailand,4,0,,Preliminary,Baghdad,2002
4374,Saudi Arabia,Bahrain,1,1,,Preliminary,Riyadh,2002
4375,United Arab Emirates,Uzbekistan,4,1,,Preliminary,Abu Dhabi,2002
4376,Bahrain,Iraq,2,0,,Preliminary,Manama,2002
4377,Iran,Saudi Arabia,2,0,,Preliminary,Tehran,2002
4378,China,United Arab Emirates,3,0,,Preliminary,Shenyang,2002
4379,Uzbekistan,Qatar,2,1,,Preliminary,Tashkent,2002
4380,Saudi Arabia,Iraq,1,0,,Preliminary,Manama,2002
4381,United Arab Emirates,Qatar,0,2,,Preliminary,Abu Dhabi,2002
4382,Oman,China,0,2,,Preliminary,Muscat,2002
4383,Faroe Islands,Luxembourg,1,0,,Preliminary,Toftír,2002
4384,Switzerland,Yugoslavia,1,2,,Preliminary,Basel,2002
4385,Slovenia,Russia,2,1,,Preliminary,Ljubljana,2002
4386,Ireland,Netherlands,1,0,,Preliminary,Dublin,2002
4387,Andorra,Portugal,1,7,,Preliminary,Lleida,2002
4388,Iceland,Czech Republic,3,1,,Preliminary,Reykjavík,2002
4389,Denmark,Northern Ireland,1,1,,Preliminary,København,2002
4390,Malta,Bulgaria,0,2,,Preliminary,TaQali,2002
4391,Moldova,Azerbaijan,2,0,,Preliminary,Chişinău,2002
4392,Slovakia,Turkey,0,1,,Preliminary,Bratislava,2002
4393,Macedonia,Sweden,1,2,,Preliminary,Skopje,2002
4394,Wales,Armenia,0,0,,Preliminary,Cardiff,2002
4395,Poland,Norway,3,0,,Preliminary,Chorzów,2002
4396,Belarus,Ukraine,0,2,,Preliminary,Minsk,2002
4397,Scotland,Croatia,0,0,,Preliminary,Glasgow,2002
4398,Bosnia-Herzegovina,Israel,0,0,,Preliminary,Sarajevo,2002
4399,Spain,Austria,4,0,,Preliminary,Valencia,2002
4400,Lithuania,Italy,0,0,,Preliminary,Kaunas,2002
4401,Georgia,Hungary,3,1,,Preliminary,Tbilisi,2002
4402,Albania,Finland,0,2,,Preliminary,Tiranë,2002
4403,Germany,England,1,5,,Preliminary,München,2002
4404,USA,Honduras,2,3,,Preliminary,Washington,2002
4405,Trinidad and Tobago,Costa Rica,0,2,,Preliminary,Port of Spain,2002
4406,Thailand,Iran,0,0,,Preliminary,Bangkok,2002
4407,Jamaica,Mexico,1,2,,Preliminary,Kingston,2002
4408,Chile,Venezuela,0,2,,Preliminary,Santiago,2002
4409,Peru,Uruguay,0,2,,Preliminary,Lima,2002
4410,Faroe Islands,Russia,0,3,,Preliminary,Tórshavn,2002
4411,Luxembourg,Switzerland,0,3,,Preliminary,Luxembourg,2002
4412,Yugoslavia,Slovakia,1,1,,Preliminary,Beograd,2002
4413,Cyprus,Portugal,1,3,,Preliminary,Lárnax,2002
4414,Netherlands,Estonia,5,0,,Preliminary,Eindhoven,2002
4415,Czech Republic,Malta,3,2,,Preliminary,Teplice,2002
4416,Northern Ireland,Iceland,3,0,,Preliminary,Belfast,2002
4417,Bulgaria,Denmark,0,2,,Preliminary,Sofija,2002
4418,Azerbaijan,Macedonia,1,1,,Preliminary,Baku,2002
4419,Slovakia,Moldova,4,2,,Preliminary,Trenčín,2002
4420,Turkey,Sweden,1,2,,Preliminary,İstanbul,2002
4421,Ukraine,Armenia,3,0,,Preliminary,Lvïv,2002
4422,Norway,Wales,3,2,,Preliminary,Oslo,2002
4423,Belarus,Poland,4,1,,Preliminary,Minsk,2002
4424,Belgium,Scotland,2,0,,Preliminary,Bruxelles,2002
4425,San Marino,Croatia,0,4,,Preliminary,Serravalle,2002
4426,Austria,Bosnia-Herzegovina,2,0,,Preliminary,Wien,2002
4427,Liechtenstein,Spain,0,2,,Preliminary,Vaduz,2002
4428,Hungary,Romania,0,2,,Preliminary,Budapest,2002
4429,Georgia,Lithuania,2,0,,Preliminary,Tbilisi,2002
4430,Finland,Greece,5,1,,Preliminary,Helsinki,2002
4431,England,Albania,2,0,,Preliminary,Newcastle,2002
4432,Paraguay,Bolivia,5,1,,Preliminary,Asunción,2002
4433,Argentina,Brazil,2,1,,Preliminary,Buenos Aires,2002
4434,Colombia,Ecuador,0,0,,Preliminary,Bogotá,2002
4435,Mexico,Trinidad and Tobago,3,0,,Preliminary,México DF,2002
4436,Honduras,Jamaica,1,0,,Preliminary,Tegucigalpa,2002
4437,Costa Rica,USA,2,0,,Preliminary,San José,2002
4438,Bahrain,Thailand,1,1,,Preliminary,Manama,2002
4439,Iraq,Iran,1,2,,Preliminary,Baghdad,2002
4440,Qatar,China,1,1,,Preliminary,Doha,2002
4441,Uzbekistan,Oman,5,0,,Preliminary,Tashkent,2002
4442,Iran,Bahrain,0,0,,Preliminary,Tehran,2002
4443,Oman,United Arab Emirates,1,1,,Preliminary,Muscat,2002
4444,Thailand,Saudi Arabia,1,3,,Preliminary,Bangkok,2002
4445,China,Uzbekistan,2,0,,Preliminary,Shenyang,2002
4446,Bahrain,Saudi Arabia,0,4,,Preliminary,Manama,2002
4447,Oman,Qatar,0,3,,Preliminary,Muscat,2002
4448,Thailand,Iraq,1,1,,Preliminary,Bangkok,2002
4449,Uzbekistan,United Arab Emirates,0,1,,Preliminary,Tashkent,2002
4450,United Arab Emirates,China,0,1,,Preliminary,Abu Dhabi,2002
4451,Iraq,Bahrain,1,0,,Preliminary,Baghdad,2002
4452,Saudi Arabia,Iran,2,2,,Preliminary,Jeddah,2002
4453,Qatar,Uzbekistan,2,2,,Preliminary,Doha,2002
4454,Qatar,United Arab Emirates,1,2,,Preliminary,Doha,2002
4455,Iran,Thailand,1,0,,Preliminary,Tehran,2002
4456,Iraq,Saudi Arabia,1,2,,Preliminary,Amman,2002
4457,Yugoslavia,Luxembourg,6,2,,Preliminary,Beograd,2002
4458,Slovenia,Faroe Islands,3,0,,Preliminary,Ljubljana,2002
4459,Russia,Switzerland,4,0,,Preliminary,Moskva,2002
4460,Ireland,Cyprus,4,0,,Preliminary,Dublin,2002
4461,Portugal,Estonia,5,0,,Preliminary,Lisboa,2002
4462,Netherlands,Andorra,4,0,,Preliminary,Arnhem,2002
4463,Malta,Northern Ireland,0,1,,Preliminary,TaQali,2002
4464,Czech Republic,Bulgaria,6,0,,Preliminary,Praha,2002
4465,Denmark,Iceland,6,0,,Preliminary,København,2002
4466,Moldova,Turkey,0,3,,Preliminary,Chişinău,2002
4467,Wales,Belarus,1,0,,Preliminary,Cardiff,2002
4468,Poland,Ukraine,1,1,,Preliminary,Chorzów,2002
4469,Armenia,Norway,1,4,,Preliminary,Erevan,2002
4470,Scotland,Latvia,2,1,,Preliminary,Glasgow,2002
4471,Croatia,Belgium,1,0,,Preliminary,Zagreb,2002
4472,Italy,Hungary,1,0,,Preliminary,Parma,2002
4473,Romania,Georgia,1,1,,Preliminary,Bucureşti,2002
4474,England,Greece,2,2,,Preliminary,Manchester,2002
4475,Germany,Finland,0,0,,Preliminary,Gelsenkirchen,2002
4476,Bolivia,Ecuador,1,5,,Preliminary,La Paz,2002
4477,Venezuela,Peru,3,0,,Preliminary,San Cristóbal,2002
4478,Sweden,Azerbaijan,3,0,,Preliminary,Stockholm,2002
4479,Macedonia,Slovakia,0,5,,Preliminary,Skopje,2002
4480,Bosnia-Herzegovina,Liechtenstein,5,0,,Preliminary,Zenica,2002
4481,Uruguay,Colombia,1,1,,Preliminary,Montevideo,2002
4482,Brazil,Chile,2,0,,Preliminary,Curitiba,2002
4483,Paraguay,Argentina,2,2,,Preliminary,Asunción,2002
4484,Costa Rica,Mexico,0,0,,Preliminary,San José,2002
4485,Honduras,Trinidad and Tobago,0,1,,Preliminary,San Pedro Sula,2002
4486,USA,Jamaica,2,1,,Preliminary,Foxboro,2002
4487,China,Oman,1,0,,Preliminary,Shenyang,2002
4488,Iran,Iraq,2,1,,Preliminary,Tehran,2002
4489,Oman,Uzbekistan,4,2,,Preliminary,Muscat,2002
4490,China,Qatar,3,0,,Preliminary,Shenyang,2002
4491,Thailand,Bahrain,1,1,,Preliminary,Bangkok,2002
4492,United Arab Emirates,Oman,2,2,,Preliminary,Abu Dhabi,2002
4493,Uzbekistan,China,1,0,,Preliminary,Tashkent,2002
4494,Bahrain,Iran,3,1,,Preliminary,Manama,2002
4495,Saudi Arabia,Thailand,4,1,,Preliminary,Riyadh,2002
4496,Iran,United Arab Emirates,1,0,,Preliminary,Tehran,2002
4497,Israel,Austria,1,1,,Preliminary,Tel Aviv,2002
4498,United Arab Emirates,Iran,0,3,,Preliminary,Abu Dhabi,2002
4499,Colombia,Chile,3,1,,Preliminary,Bogotá,2002
4500,Ecuador,Uruguay,1,1,,Preliminary,Quito,2002
4501,Bolivia,Brazil,3,1,,Preliminary,La Paz,2002
4502,Argentina,Peru,2,0,,Preliminary,Buenos Aires,2002
4503,Venezuela,Paraguay,3,1,,Preliminary,San Cristóbal,2002
4504,Ukraine,Germany,1,1,,Preliminary,Kyïv,2002
4505,Slovenia,Romania,2,1,,Preliminary,Ljubljana,2002
4506,Belgium,Czech Republic,1,0,,Preliminary,Bruxelles,2002
4507,Austria,Turkey,0,1,,Preliminary,Wien,2002
4508,Ireland,Iran,2,0,,Preliminary,Dublin,2002
4509,Mexico,Honduras,3,0,,Preliminary,México DF,2002
4510,Trinidad and Tobago,USA,0,0,,Preliminary,Port of Spain,2002
4511,Jamaica,Costa Rica,0,1,,Preliminary,Kingston,2002
4512,Germany,Ukraine,4,1,,Preliminary,Dortmund,2002
4513,Romania,Slovakia,1,1,,Preliminary,Bucureşti,2002
4514,Czech Republic,Belgium,0,1,,Preliminary,Praha,2002
4515,Turkey,Austria,5,0,,Preliminary,İstanbul,2002
4516,Peru,Bolivia,1,1,,Preliminary,Lima,2002
4517,Uruguay,Argentina,1,1,,Preliminary,Montevideo,2002
4518,Chile,Ecuador,0,0,,Preliminary,Santiago,2002
4519,Paraguay,Colombia,0,4,,Preliminary,Asunción,2002
4520,Brazil,Venezuela,3,0,,Preliminary,São Luiz,2002
4521,Iran,Ireland,1,0,,Preliminary,Tehran,2002
4522,Australia,Uruguay,1,0,,Preliminary,Melbourne,2002
4523,Uruguay,Australia,3,0,,Preliminary,Montevideo,2002
647,Germany,Costa Rica,4,2,2006/06/09,Group Stage,Munich,2006
648,Poland,Ecuador,0,2,2006/06/09,Group Stage,Gelsenkirchen,2006
649,England,Paraguay,1,0,2006/06/10,Group Stage,Frankfurt,2006
650,Trinidad and Tobago,Sweden,0,0,2006/06/10,Group Stage,Dortmund,2006
651,Argentina,Cote d'Ivoire,2,1,2006/06/10,Group Stage,Hamburg,2006
652,Serbia and Montenegro,Netherlands,0,1,2006/06/11,Group Stage,Leipzig,2006
653,Mexico,Iran,3,1,2006/06/11,Group Stage,Nuremberg,2006
654,Angola,Portugal,0,1,2006/06/11,Group Stage,Cologne,2006
655,Australia,Japan,3,1,2006/06/12,Group Stage,Kaiserslautern,2006
656,United States,Czech Republic,0,3,2006/06/12,Group Stage,Gelsenkirchen,2006
657,Italy,Ghana,2,0,2006/06/12,Group Stage,Hanover,2006
658,Korea Republic,Togo,2,1,2006/06/13,Group Stage,Frankfurt,2006
659,France,Switzerland,0,0,2006/06/13,Group Stage,Stuttgart,2006
660,Brazil,Croatia,1,0,2006/06/13,Group Stage,Berlin,2006
661,Spain,Ukraine,4,0,2006/06/14,Group Stage,Leipzig,2006
662,Tunisia,Saudi Arabia,2,2,2006/06/14,Group Stage,Munich,2006
663,Germany,Poland,1,0,2006/06/14,Group Stage,Dortmund,2006
664,Ecuador,Costa Rica,3,0,2006/06/15,Group Stage,Hamburg,2006
665,England,Trinidad and Tobago,2,0,2006/06/15,Group Stage,Nuremberg,2006
666,Sweden,Paraguay,1,0,2006/06/15,Group Stage,Berlin,2006
667,Argentina,Serbia and Montenegro,6,0,2006/06/16,Group Stage,Gelsenkirchen,2006
668,Netherlands,Cote d'Ivoire,2,1,2006/06/16,Group Stage,Stuttgart,2006
669,Mexico,Angola,0,0,2006/06/16,Group Stage,Hanover,2006
670,Portugal,Iran,2,0,2006/06/17,Group Stage,Frankfurt,2006
671,Czech Republic,Ghana,0,2,2006/06/17,Group Stage,Cologne,2006
672,Italy,United States,1,1,2006/06/17,Group Stage,Kaiserslautern,2006
673,Japan,Croatia,0,0,2006/06/18,Group Stage,Nuremberg,2006
674,Brazil,Australia,2,0,2006/06/18,Group Stage,Munich,2006
675,France,Korea Republic,1,1,2006/06/18,Group Stage,Leipzig,2006
676,Togo,Switzerland,0,2,2006/06/19,Group Stage,Dortmund,2006
677,Saudi Arabia,Ukraine,0,4,2006/06/19,Group Stage,Hamburg,2006
678,Spain,Tunisia,3,1,2006/06/19,Group Stage,Stuttgart,2006
679,Ecuador,Germany,0,3,2006/06/20,Group Stage,Berlin,2006
680,Costa Rica,Poland,1,2,2006/06/20,Group Stage,Hanover,2006
681,Sweden,England,2,2,2006/06/20,Group Stage,Cologne,2006
682,Paraguay,Trinidad and Tobago,2,0,2006/06/20,Group Stage,Kaiserslautern,2006
683,Cote d'Ivoire,Serbia and Montenegro,3,2,2006/06/21,Group Stage,Munich,2006
684,Netherlands,Argentina,0,0,2006/06/21,Group Stage,Frankfurt,2006
685,Portugal,Mexico,2,1,2006/06/21,Group Stage,Gelsenkirchen,2006
686,Iran,Angola,1,1,2006/06/21,Group Stage,Leipzig,2006
687,Czech Republic,Italy,0,2,2006/06/22,Group Stage,Hamburg,2006
688,Ghana,United States,2,1,2006/06/22,Group Stage,Nuremberg,2006
689,Japan,Brazil,1,4,2006/06/22,Group Stage,Dortmund,2006
690,Croatia,Australia,2,2,2006/06/22,Group Stage,Stuttgart,2006
691,Togo,France,0,2,2006/06/23,Group Stage,Cologne,2006
692,Switzerland,Korea Republic,2,0,2006/06/23,Group Stage,Hanover,2006
693,Ukraine,Tunisia,1,0,2006/06/23,Group Stage,Berlin,2006
694,Saudi Arabia,Spain,0,1,2006/06/23,Group Stage,Kaiserslautern,2006
695,Germany,Sweden,2,0,2006/06/24,Round of 16,Munich,2006
696,Argentina,Mexico,2,1,2006/06/24,Round of 16,Leipzig,2006
697,England,Ecuador,1,0,2006/06/25,Round of 16,Stuttgart,2006
698,Portugal,Netherlands,1,0,2006/06/25,Round of 16,Nuremberg,2006
699,Italy,Australia,1,0,2006/06/26,Round of 16,Kaiserslautern,2006
700,Switzerland,Ukraine,0,0,2006/06/26,Round of 16,Cologne,2006
701,Brazil,Ghana,3,0,2006/06/27,Round of 16,Dortmund,2006
702,Spain,France,1,3,2006/06/27,Round of 16,Hanover,2006
703,Germany,Argentina,1,1,2006/06/30,Quarter-finals,Berlin,2006
704,Italy,Ukraine,3,0,2006/06/30,Quarter-finals,Hamburg,2006
705,England,Portugal,0,0,2006/07/01,Quarter-finals,Gelsenkirchen,2006
706,Brazil,France,0,1,2006/07/01,Quarter-finals,Frankfurt,2006
707,Germany,Italy,0,2,2006/07/04,Semi-finals,Dortmund,2006
708,Portugal,France,0,1,2006/07/05,Semi-finals,Munich,2006
709,Germany,Portugal,3,1,2006/07/08,Third Place,Stuttgart,2006
710,Italy,France,1,1,2006/07/09,Final,Berlin,2006
4588,Argentina,Chile,2,2,,Preliminary,Buenos Aires,2006
4589,Ecuador,Venezuela,2,0,,Preliminary,Quito,2006
4590,Peru,Paraguay,4,1,,Preliminary,Lima,2006
4591,Colombia,Brazil,1,2,,Preliminary,Barranquilla,2006
4592,Uruguay,Bolivia,5,0,,Preliminary,Montevideo,2006
4593,Chile,Peru,2,1,,Preliminary,Santiago,2006
4594,Venezuela,Argentina,0,3,,Preliminary,Caracas,2006
4595,Bolivia,Colombia,4,0,,Preliminary,La Paz,2006
4596,Brazil,Ecuador,1,0,,Preliminary,Manaus,2006
4597,Paraguay,Uruguay,4,1,,Preliminary,Asunción,2006
4598,Guinea-Bissau,Mali,1,2,,Preliminary,Bissau,2006
4599,Niger,Algeria,0,1,,Preliminary,Niamey,2006
4600,Seychelles,Zambia,0,4,,Preliminary,Victoria,2006
4601,Tanzania,Kenya,0,0,,Preliminary,Dar es Salaam,2006
4602,Equatorial Guinea,Togo,1,0,,Preliminary,Bata,2006
4603,São Tomé e Príncipe,Libya,0,1,,Preliminary,São Tomé,2006
4604,Madagascar,Benin,1,1,,Preliminary,Antananarivo,2006
4605,Botswana,Lesotho,4,1,,Preliminary,Gaborone,2006
4606,Uganda,Mauritius,3,0,,Preliminary,Kampala,2006
4607,Zimbabwe,Mauritania,3,0,,Preliminary,Harare,2006
4608,Ethiopia,Malawi,1,3,,Preliminary,Addis Ababa,2006
4609,Rwanda,Namibia,3,0,,Preliminary,Kigali,2006
4610,Burundi,Gabon,0,0,,Preliminary,Bujumbura,2006
4611,Chad,Angola,3,1,,Preliminary,Ndjaména,2006
4612,Guinea,Mozambique,1,0,,Preliminary,Conakry,2006
4613,Congo,Sierra Leone,1,0,,Preliminary,Brazzaville,2006
4614,Sudan,Eritrea,3,0,,Preliminary,Khartoum,2006
4615,Swaziland,Cape Verde,1,1,,Preliminary,Mbabane,2006
4616,Gambia,Liberia,2,0,,Preliminary,Bakau,2006
4617,Mali,Guinea-Bissau,2,0,,Preliminary,Bamako,2006
4618,Algeria,Niger,6,0,,Preliminary,Algiers,2006
4619,Mauritania,Zimbabwe,2,1,,Preliminary,Nouakchott,2006
4620,Argentina,Bolivia,3,0,,Preliminary,Buenos Aires,2006
4621,Colombia,Venezuela,0,1,,Preliminary,Barranquilla,2006
4622,Paraguay,Ecuador,2,1,,Preliminary,Asunción,2006
4623,Uruguay,Chile,2,1,,Preliminary,Montevideo,2006
4624,Zambia,Seychelles,1,1,,Preliminary,Lusaka,2006
4625,Kenya,Tanzania,3,0,,Preliminary,Nairobi,2006
4626,Malawi,Ethiopia,0,0,,Preliminary,Lilongwe,2006
4627,Namibia,Rwanda,1,1,,Preliminary,Windhoek,2006
4628,Gabon,Burundi,4,1,,Preliminary,Libreville,2006
4629,Peru,Brazil,1,1,,Preliminary,Lima,2006
4630,Togo,Equatorial Guinea,2,0,,Preliminary,Lomé,2006
4631,Libya,São Tomé e Príncipe,8,0,,Preliminary,Benghazi,2006
4632,Benin,Madagascar,3,2,,Preliminary,Cotonou,2006
4633,Lesotho,Botswana,0,0,,Preliminary,Maseru,2006
4634,Mauritius,Uganda,3,1,,Preliminary,Curepipe,2006
4635,Angola,Chad,2,0,,Preliminary,Luanda,2006
4636,Mozambique,Guinea,3,4,,Preliminary,Maputo,2006
4637,Sierra Leone,Congo,1,1,,Preliminary,Freetown,2006
4638,Eritrea,Sudan,0,0,,Preliminary,Asmara,2006
4639,Cape Verde,Swaziland,3,0,,Preliminary,Praia,2006
4640,Liberia,Gambia,3,0,,Preliminary,Monrovia,2006
4641,Somalia,Ghana,0,5,,Preliminary,Accra,2006
4642,Chile,Paraguay,0,1,,Preliminary,Santiago,2006
4643,Venezuela,Bolivia,2,1,,Preliminary,Maracaibo,2006
4644,Brazil,Uruguay,3,3,,Preliminary,Curitiba,2006
4645,Colombia,Argentina,1,1,,Preliminary,Barranquilla,2006
4646,Ecuador,Peru,0,0,,Preliminary,Quito,2006
4647,Turkmenistan,Afghanistan,11,0,,Preliminary,Ashgabat,2006
4648,Ghana,Somalia,2,0,,Preliminary,Kumasi,2006
4649,Afghanistan,Turkmenistan,0,2,,Preliminary,Kabul,2006
4650,Taiwan,Macao,3,0,,Preliminary,Taipei,2006
4651,Bangladesh,Tajikistan,0,2,,Preliminary,Dhaka,2006
4652,Macao,Taiwan,1,3,,Preliminary,Macau,2006
4653,Laos,Sri Lanka,0,0,,Preliminary,Vientiane,2006
4654,Pakistan,Kyrgyzstan,0,2,,Preliminary,Karachi,2006
4655,Mongolia,Maldives,0,1,,Preliminary,Ulaan Baatar,2006
4656,Tajikistan,Bangladesh,2,0,,Preliminary,Dushanbe,2006
4657,Sri Lanka,Laos,3,0,,Preliminary,Colombo,2006
4658,Kyrgyzstan,Pakistan,4,0,,Preliminary,Bishkek,2006
4659,Maldives,Mongolia,12,0,,Preliminary,Malé,2006
4660,Haiti,Turks and Caicos,5,0,,Preliminary,Miami,2006
4661,Antigua and Barbuda,Dutch Antilles,2,0,,Preliminary,St Johns,2006
4662,US Virgin Islands,Saint Kitts & Nevis,0,4,,Preliminary,St Thomas,2006
4663,Jordan,Laos,5,0,,Preliminary,Amman,2006
4664,Iran,Qatar,3,1,,Preliminary,Tehran,2006
4665,Uzbekistan,Iraq,1,1,,Preliminary,Tashkent,2006
4666,Palestine,Taiwan,8,0,,Preliminary,Doha,2006
4667,India,Singapore,1,0,,Preliminary,Margao,2006
4668,Japan,Oman,1,0,,Preliminary,Saitama,2006
4669,Malaysia,Hong Kong,1,3,,Preliminary,Kuantan,2006
4670,China,Kuwait,1,0,,Preliminary,Guangzhou,2006
4671,Yemen,North Korea,1,1,,Preliminary,Sanaa,2006
4672,United Arab Emirates,Thailand,1,0,,Preliminary,Al-Ain,2006
4673,Kyrgyzstan,Tajikistan,1,2,,Preliminary,Bishkek,2006
4674,Bahrain,Syria,2,1,,Preliminary,Muharraq,2006
4675,Vietnam,Maldives,4,0,,Preliminary,Hanoi,2006
4676,South Korea,Lebanon,2,0,,Preliminary,Suwon,2006
4677,Turkmenistan,Sri Lanka,2,0,,Preliminary,Ashgabat,2006
4678,Saudi Arabia,Indonesia,3,0,,Preliminary,Riyadh,2006
4679,Turks and Caicos,Haiti,0,2,,Preliminary,Hialeah,2006
4680,Cayman Islands,Cuba,1,2,,Preliminary,Georgetown,2006
4681,British Virgin Islands,Saint Lucia,0,1,,Preliminary,Road Town,2006
4682,Grenada,Guyana,5,0,,Preliminary,St Georges,2006
4683,Aruba,Surinam,1,2,,Preliminary,Oranjestad,2006
4684,Bermuda,Montserrat,13,0,,Preliminary,Hamilton,2006
4685,Guyana,Grenada,1,3,,Preliminary,Blairmont,2006
4686,Dominican Republic,Anguilla,0,0,,Preliminary,Santo Domingo,2006
4687,Montserrat,Bermuda,0,7,,Preliminary,Plymouth,2006
4688,Anguilla,Dominican Republic,0,6,,Preliminary,Santo Domingo,2006
4689,Dominica,Bahamas,1,1,,Preliminary,Nassau,2006
4690,Cuba,Cayman Islands,3,0,,Preliminary,La Habana,2006
4691,Surinam,Aruba,8,1,,Preliminary,Paramaribo,2006
4692,Saint Lucia,British Virgin Islands,9,0,,Preliminary,Vieux-Fort,2006
4693,Bahamas,Dominica,1,3,,Preliminary,Nassau,2006
4694,Argentina,Ecuador,1,0,,Preliminary,Buenos Aires,2006
4695,Bolivia,Chile,0,2,,Preliminary,La Paz,2006
4696,Paraguay,Brazil,0,0,,Preliminary,Asunción,2006
4697,Peru,Colombia,0,2,,Preliminary,Lima,2006
4698,Uruguay,Venezuela,0,3,,Preliminary,Montevideo,2006
4699,Dutch Antilles,Antigua and Barbuda,3,0,,Preliminary,Willemstad,2006
4700,Saint Kitts & Nevis,US Virgin Islands,7,0,,Preliminary,Basseterre,2006
4701,Jordan,Qatar,1,0,,Preliminary,Amman,2006
4702,Laos,Iran,0,7,,Preliminary,Vientiane,2006
4703,Palestine,Iraq,1,1,,Preliminary,Doha,2006
4704,Taiwan,Uzbekistan,0,1,,Preliminary,Taipei,2006
4705,India,Oman,1,5,,Preliminary,Kochin,2006
4706,Singapore,Japan,1,2,,Preliminary,Singapore,2006
4707,Malaysia,Kuwait,0,2,,Preliminary,Kuantan,2006
4708,Hong Kong,China,0,1,,Preliminary,Hong Kong,2006
4709,Yemen,Thailand,0,3,,Preliminary,Sanaa,2006
4710,North Korea,United Arab Emirates,0,0,,Preliminary,Pyongyang,2006
4711,Tajikistan,Bahrain,0,0,,Preliminary,Dushanbe,2006
4712,Kyrgyzstan,Syria,1,1,,Preliminary,Bishkek,2006
4713,Maldives,South Korea,0,0,,Preliminary,Malé,2006
4714,Vietnam,Lebanon,0,2,,Preliminary,Nam Dinh,2006
4715,Sri Lanka,Saudi Arabia,0,1,,Preliminary,Colombo,2006
4716,Turkmenistan,Indonesia,3,1,,Preliminary,Ashgabat,2006
4717,Solomon Islands,Tonga,6,0,,Preliminary,Honiara,2006
4718,Tahiti,Cook Islands,2,0,,Preliminary,Honiara,2006
4719,Papua New Guinea,Vanuatu,1,1,,Preliminary,Apia,2006
4720,Samoa,American Samoa,4,0,,Preliminary,Apia,2006
4721,Solomon Islands,Cook Islands,5,0,,Preliminary,Honiara,2006
4722,Tahiti,New Caledonia,0,0,,Preliminary,Honiara,2006
4723,American Samoa,Vanuatu,1,9,,Preliminary,Apia,2006
4724,Fiji,Papua New Guinea,4,2,,Preliminary,Apia,2006
4725,Tonga,Cook Islands,2,1,,Preliminary,Honiara,2006
4726,Solomon Islands,New Caledonia,2,0,,Preliminary,Honiara,2006
4727,Fiji,American Samoa,11,0,,Preliminary,Apia,2006
4728,Samoa,Vanuatu,0,3,,Preliminary,Apia,2006
4729,New Caledonia,Cook Islands,8,0,,Preliminary,Honiara,2006
4730,Tahiti,Tonga,2,0,,Preliminary,Honiara,2006
4731,American Samoa,Papua New Guinea,0,10,,Preliminary,Apia,2006
4732,Samoa,Fiji,0,4,,Preliminary,Apia,2006
4733,New Caledonia,Tonga,8,0,,Preliminary,Honiara,2006
4734,Solomon Islands,Tahiti,1,1,,Preliminary,Honiara,2006
4735,Fiji,Vanuatu,0,3,,Preliminary,Apia,2006
4736,Samoa,Papua New Guinea,1,4,,Preliminary,Apia,2006
4737,Australia,New Zealand,1,0,,Preliminary,Adelaide,2006
4738,Vanuatu,Solomon Islands,0,1,,Preliminary,Adelaide,2006
